,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Major Group,ISCO Minor Code (TR),"Match Score (Exact = 1, Similar = 2) ",Matched to title instead of direct title,He/She is a <occupation>. / O bir <meslek>.,He/She is a <adj> <occupation>. / O <adj> bir <occupation>.,,,
25-2021,25,2021,"Elementary School Teachers, Except Special Education",4th Grade Math Teacher,2341.05,2,ilköğretim Matematik Öğretmeni,1,,O bir ilköğretim matematik öğretmeni.,O çok iyi bir ilköğretim matematik öğretmeni.,O iyi bir ilköğretim matematik öğretmeni.,O kötü bir ilköğretim matematik öğretmeni.,O çok kötü bir ilköğretim matematik öğretmeni.
25-2021,25,2021,"Elementary School Teachers, Except Special Education",Elementary School Music Teacher,2330.11,2,Ortaöğretim Müzik Öğretmeni,2,,O bir ortaöğretim müzik öğretmeni.,O çok iyi bir ortaöğretim müzik öğretmeni.,O iyi bir ortaöğretim müzik öğretmeni.,O kötü bir ortaöğretim müzik öğretmeni.,O çok kötü bir ortaöğretim müzik öğretmeni.
25-2022,25,2022,"Middle School Teachers, Except Special and Career/Technical Education",Intermediate School Social Studies Teacher,2320.74,2,Ortaöğretim Sosyal Bilgiler Öğretmeni,1,,O bir ortaöğretim sosyal bilgiler öğretmeni.,O çok iyi bir ortaöğretim sosyal bilgiler öğretmeni.,O iyi bir ortaöğretim sosyal bilgiler öğretmeni.,O kötü bir ortaöğretim sosyal bilgiler öğretmeni.,O çok kötü bir ortaöğretim sosyal bilgiler öğretmeni.
25-2022,25,2022,"Middle School Teachers, Except Special and Career/Technical Education",Middle School PE Teacher,2330.01,2,Beden Eğitimi ve Spor Öğretmeni,1,,O bir beden eğitimi ve spor öğretmeni.,O çok iyi bir beden eğitimi ve spor öğretmeni.,O iyi bir beden eğitimi ve spor öğretmeni.,O kötü bir beden eğitimi ve spor öğretmeni.,O çok kötü bir beden eğitimi ve spor öğretmeni.
25-2022,25,2022,"Middle School Teachers, Except Special and Career/Technical Education",Middle School Science Teacher,2330.13,2,ilköğretim Fen Bilgisi Öğretmeni,2,,O bir ilköğretim fen bilgisi öğretmeni.,O çok iyi bir ilköğretim fen bilgisi öğretmeni.,O iyi bir ilköğretim fen bilgisi öğretmeni.,O kötü bir ilköğretim fen bilgisi öğretmeni.,O çok kötü bir ilköğretim fen bilgisi öğretmeni.
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School Biology Teacher,2330.02,2,Ortaöğretim Biyoloji Öğretmeni,2,,O bir ortaöğretim biyoloji öğretmeni.,O çok iyi bir ortaöğretim biyoloji öğretmeni.,O iyi bir ortaöğretim biyoloji öğretmeni.,O kötü bir ortaöğretim biyoloji öğretmeni.,O çok kötü bir ortaöğretim biyoloji öğretmeni.
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School English Teacher,2353.08,2,ingilizce Öğretmeni,1,,O bir ingilizce öğretmeni.,O çok iyi bir ingilizce öğretmeni.,O iyi bir ingilizce öğretmeni.,O kötü bir ingilizce öğretmeni.,O çok kötü bir ingilizce öğretmeni.
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School French Teacher,2330.15,2,Yabancı Dil Öğretmeni,2,,O bir yabancı dil öğretmeni.,O çok iyi bir yabancı dil öğretmeni.,O iyi bir yabancı dil öğretmeni.,O kötü bir yabancı dil öğretmeni.,O çok kötü bir yabancı dil öğretmeni.
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School History Teacher,2330.14,2,Ortaöğretim Tarih Öğretmeni,2,,O bir ortaöğretim tarih öğretmeni.,O çok iyi bir ortaöğretim tarih öğretmeni.,O iyi bir ortaöğretim tarih öğretmeni.,O kötü bir ortaöğretim tarih öğretmeni.,O çok kötü bir ortaöğretim tarih öğretmeni.
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School Math Teacher,2330.1,2,Ortaöğretim Matematik Öğretmeni,2,,O bir ortaöğretim matematik öğretmeni.,O çok iyi bir ortaöğretim matematik öğretmeni.,O iyi bir ortaöğretim matematik öğretmeni.,O kötü bir ortaöğretim matematik öğretmeni.,O çok kötü bir ortaöğretim matematik öğretmeni.
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School Teacher,2330.12,2,Orta Öğretim Öğretmeni,2,,O bir orta öğretim öğretmeni.,O çok iyi bir orta öğretim öğretmeni.,O iyi bir orta öğretim öğretmeni.,O kötü bir orta öğretim öğretmeni.,O çok kötü bir orta öğretim öğretmeni.
25-2032,25,2032,"Career/Technical Education Teachers, Secondary School",,2320.39,2,Ortaöğretim iş Eğitimi Öğretmeni,1,Y,O bir ortaöğretim iş eğitimi öğretmeni.,O çok iyi bir ortaöğretim iş eğitimi öğretmeni.,O iyi bir ortaöğretim iş eğitimi öğretmeni.,O kötü bir ortaöğretim iş eğitimi öğretmeni.,O çok kötü bir ortaöğretim iş eğitimi öğretmeni.
25-2032,25,2032,"Career/Technical Education Teachers, Secondary School",,2320.79,2,Orta Öğretim Teknik Öğretim Öğretmeni,1,Y,O bir orta öğretim teknik öğretim öğretmeni.,O çok iyi bir orta öğretim teknik öğretim öğretmeni.,O iyi bir orta öğretim teknik öğretim öğretmeni.,O kötü bir orta öğretim teknik öğretim öğretmeni.,O çok kötü bir orta öğretim teknik öğretim öğretmeni.
25-2051,25,2051,"Special Education Teachers, Preschool",,2352.01,2,Özel Eğitim Öğretmeni,2,Y,O bir özel eğitim öğretmeni.,O çok iyi bir özel eğitim öğretmeni.,O iyi bir özel eğitim öğretmeni.,O kötü bir özel eğitim öğretmeni.,O çok kötü bir özel eğitim öğretmeni.
25-3021,25,3021,Self-Enrichment Teachers,Driver Education Instructor,5165.03,5,Direksiyon Eğitmeni,1,,O bir direksiyon eğitmeni.,O çok iyi bir direksiyon eğitmeni.,O iyi bir direksiyon eğitmeni.,O kötü bir direksiyon eğitmeni.,O çok kötü bir direksiyon eğitmeni.
25-3021,25,3021,Self-Enrichment Teachers,Knitting Instructor,2360.26,2,örmecilik Usta Öğretici,1,,O bir örmecilik usta öğretici.,O çok iyi bir örmecilik usta öğretici.,O iyi bir örmecilik usta öğretici.,O kötü bir örmecilik usta öğretici.,O çok kötü bir örmecilik usta öğretici.
25-3021,25,3021,Self-Enrichment Teachers,Recreational Activities Instructor,3423.08,3,Rekreasyon Eğitmeni,1,,O bir rekreasyon eğitmeni.,O çok iyi bir rekreasyon eğitmeni.,O iyi bir rekreasyon eğitmeni.,O kötü bir rekreasyon eğitmeni.,O çok kötü bir rekreasyon eğitmeni.
25-3041,25,3041,Tutors,,2360.45,2,Belletici,2,Y,O bir belletici.,O çok iyi bir belletici.,O iyi bir belletici.,O kötü bir belletici.,O çok kötü bir belletici.
25-4011,25,4011,Archivists,,2621.03,2,Arşivci,1,Y,O bir arşivci.,O çok iyi bir arşivci.,O iyi bir arşivci.,O kötü bir arşivci.,O çok kötü bir arşivci.
25-4012,25,4012,Curators,,2621.04,2,Küratör,1,Y,O bir küratör.,O çok iyi bir küratör.,O iyi bir küratör.,O kötü bir küratör.,O çok kötü bir küratör.
25-4012,25,4012,Curators,Exhibitions and Collections Manager,2621.06,2,Sanat ve Kültür Yöneticisi,1,,O bir sanat ve kültür yöneticisi.,O çok iyi bir sanat ve kültür yöneticisi.,O iyi bir sanat ve kültür yöneticisi.,O kötü bir sanat ve kültür yöneticisi.,O çok kötü bir sanat ve kültür yöneticisi.
25-4012,25,4012,Curators,Museum Curator,2621.02,2,Müze Sorumlusu,2,,O bir müze sorumlusu.,O çok iyi bir müze sorumlusu.,O iyi bir müze sorumlusu.,O kötü bir müze sorumlusu.,O çok kötü bir müze sorumlusu.
25-4013,25,4013,Museum Technicians and Conservators,,2651.29,2,Konservatör,1,Y,O bir konservatör.,O çok iyi bir konservatör.,O iyi bir konservatör.,O kötü bir konservatör.,O çok kötü bir konservatör.
25-4013,25,4013,Museum Technicians and Conservators,Conservation Technician,3433.01,3,Konservasyon Teknikeri,1,,O bir konservasyon teknikeri.,O çok iyi bir konservasyon teknikeri.,O iyi bir konservasyon teknikeri.,O kötü bir konservasyon teknikeri.,O çok kötü bir konservasyon teknikeri.
25-4022,25,4022,Librarians and Media Collections Specialists,Catalog Librarian,2622.05,2,Kataloglama Kütüphaneci,1,,O bir kataloglama kütüphaneci.,O çok iyi bir kataloglama kütüphaneci.,O iyi bir kataloglama kütüphaneci.,O kötü bir kataloglama kütüphaneci.,O çok kötü bir kataloglama kütüphaneci.
25-4022,25,4022,Librarians and Media Collections Specialists,,2622.02,2,Kütüphaneci,1,Y,O bir kütüphaneci.,O çok iyi bir kütüphaneci.,O iyi bir kütüphaneci.,O kötü bir kütüphaneci.,O çok kötü bir kütüphaneci.
25-9021,25,9021,Farm and Home Management Educators,,2320.77,2,Tarımsal Bilim Öğretmeni,1,Y,O bir tarımsal bilim öğretmeni.,O çok iyi bir tarımsal bilim öğretmeni.,O iyi bir tarımsal bilim öğretmeni.,O kötü bir tarımsal bilim öğretmeni.,O çok kötü bir tarımsal bilim öğretmeni.
25-9021,25,9021,Farm and Home Management Educators,Home Economics Expert,2631.09,2,Ev Ekonomisti,1,,O bir ev ekonomisti.,O çok iyi bir ev ekonomisti.,O iyi bir ev ekonomisti.,O kötü bir ev ekonomisti.,O çok kötü bir ev ekonomisti.
25-9031,25,9031,Instructional Coordinators,School Curriculum Developer,2351.09,2,Eğitim Öğretim Planlayıcısı,1,,O bir eğitim öğretim planlayıcısı.,O çok iyi bir eğitim öğretim planlayıcısı.,O iyi bir eğitim öğretim planlayıcısı.,O kötü bir eğitim öğretim planlayıcısı.,O çok kötü bir eğitim öğretim planlayıcısı.
25-9043,25,9043,"Teaching Assistants, Special Education",Special Education Teaching Assistant,5312.04,5,Özel Eğitim Öğretmen Yardımcısı,1,,O bir özel eğitim öğretmen yardımcısı.,O çok iyi bir özel eğitim öğretmen yardımcısı.,O iyi bir özel eğitim öğretmen yardımcısı.,O kötü bir özel eğitim öğretmen yardımcısı.,O çok kötü bir özel eğitim öğretmen yardımcısı.
27-1012,27,1012,Craft Artists,Hand Potter,7314.12,7,Çömlekçi,1,,O bir çömlekçi.,O çok iyi bir çömlekçi.,O iyi bir çömlekçi.,O kötü bir çömlekçi.,O çok kötü bir çömlekçi.
27-1013,27,1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,2166.13,2,illüstratör,1,Y,O bir illüstratör.,O çok iyi bir illüstratör.,O iyi bir illüstratör.,O kötü bir illüstratör.,O çok kötü bir illüstratör.
27-1013,27,1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,2651.07,2,Ressam,1,Y,O bir ressam.,O çok iyi bir ressam.,O iyi bir ressam.,O kötü bir ressam.,O çok kötü bir ressam.
27-1013,27,1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",Commercial Artist,2651.06,2,Reklam Ressamı,1,,O bir reklam ressamı.,O çok iyi bir reklam ressamı.,O iyi bir reklam ressamı.,O kötü bir reklam ressamı.,O çok kötü bir reklam ressamı.
27-1013,27,1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,2651.04,2,Heykeltraş,1,Y,O bir heykeltraş.,O çok iyi bir heykeltraş.,O iyi bir heykeltraş.,O kötü bir heykeltraş.,O çok kötü bir heykeltraş.
27-1013,27,1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",Editorial Cartoonist,2651.05,2,Karikatürist,1,,O bir karikatürist.,O çok iyi bir karikatürist.,O iyi bir karikatürist.,O kötü bir karikatürist.,O çok kötü bir karikatürist.
27-1013,27,1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",Stained Glass Artist,2651.19,2,Vitraycı,1,,O bir vitraycı.,O çok iyi bir vitraycı.,O iyi bir vitraycı.,O kötü bir vitraycı.,O çok kötü bir vitraycı.
27-1014,27,1014,Special Effects Artists and Animators,3D Animator,2166.16,2,Üç Boyutlu Grafik Animasyoncu ,1,,O bir üç boyutlu grafik animasyoncu.,O çok iyi bir üç boyutlu grafik animasyoncu.,O iyi bir üç boyutlu grafik animasyoncu.,O kötü bir üç boyutlu grafik animasyoncu.,O çok kötü bir üç boyutlu grafik animasyoncu.
27-1014,27,1014,Special Effects Artists and Animators,Animator,2166.17,2,Animasyoncu,1,,O bir animasyoncu.,O çok iyi bir animasyoncu.,O iyi bir animasyoncu.,O kötü bir animasyoncu.,O çok kötü bir animasyoncu.
27-1014,27,1014,Special Effects Artists and Animators,Multimedia Artist,2166.11,2,Çoklu Ortam Tasarımcısı,1,,O bir çoklu ortam tasarımcısı.,O çok iyi bir çoklu ortam tasarımcısı.,O iyi bir çoklu ortam tasarımcısı.,O kötü bir çoklu ortam tasarımcısı.,O çok kötü bir çoklu ortam tasarımcısı.
27-1014,27,1014,Special Effects Artists and Animators,Special Effects Artist,3435.02,3,Görsel Efekt Uzmanı,1,,O bir görsel efekt uzmanı.,O çok iyi bir görsel efekt uzmanı.,O iyi bir görsel efekt uzmanı.,O kötü bir görsel efekt uzmanı.,O çok kötü bir görsel efekt uzmanı.
27-1019,27,1019,"Artists and Related Workers, All Other",Calligrapher,2651.15,2,Hattat,1,,O bir hattat.,O çok iyi bir hattat.,O iyi bir hattat.,O kötü bir hattat.,O çok kötü bir hattat.
27-1019,27,1019,"Artists and Related Workers, All Other",Tattoo Artist,3435.16,3,Dövmeci,1,,O bir dövmeci.,O çok iyi bir dövmeci.,O iyi bir dövmeci.,O kötü bir dövmeci.,O çok kötü bir dövmeci.
27-1021,27,1021,Commercial and Industrial Designers,Ceramic Designer,2651.18,2,Seramik Sanatçısı,1,,O bir seramik sanatçısı.,O çok iyi bir seramik sanatçısı.,O iyi bir seramik sanatçısı.,O kötü bir seramik sanatçısı.,O çok kötü bir seramik sanatçısı.
27-1021,27,1021,Commercial and Industrial Designers,Ceramic Mold Designer,3119.47,3,Serbest Seramik Şekillendirme Teknisyeni,2,,O bir serbest seramik şekillendirme teknisyeni.,O çok iyi bir serbest seramik şekillendirme teknisyeni.,O iyi bir serbest seramik şekillendirme teknisyeni.,O kötü bir serbest seramik şekillendirme teknisyeni.,O çok kötü bir serbest seramik şekillendirme teknisyeni.
27-1021,27,1021,Commercial and Industrial Designers,Furniture Designer,2163.29,2,Mobilya Tasarımcısı,1,,O bir mobilya tasarımcısı.,O çok iyi bir mobilya tasarımcısı.,O iyi bir mobilya tasarımcısı.,O kötü bir mobilya tasarımcısı.,O çok kötü bir mobilya tasarımcısı.
27-1021,27,1021,Commercial and Industrial Designers,Rug Designer,3432.15,3,Halı Desinatörü,1,,O bir halı desinatörü.,O çok iyi bir halı desinatörü.,O iyi bir halı desinatörü.,O kötü bir halı desinatörü.,O çok kötü bir halı desinatörü.
27-1021,27,1021,Commercial and Industrial Designers,,2163.01,2,Endüstriyel Ve Ticari Ürünler Dekoratörü,1,Y,O bir endüstriyel ve ticari ürünler dekoratörü.,O çok iyi bir endüstriyel ve ticari ürünler dekoratörü.,O iyi bir endüstriyel ve ticari ürünler dekoratörü.,O kötü bir endüstriyel ve ticari ürünler dekoratörü.,O çok kötü bir endüstriyel ve ticari ürünler dekoratörü.
27-1021,27,1021,Commercial and Industrial Designers,Textile Designer,2163.18,2,Tekstil Tasarımcısı,1,,O bir tekstil tasarımcısı.,O çok iyi bir tekstil tasarımcısı.,O iyi bir tekstil tasarımcısı.,O kötü bir tekstil tasarımcısı.,O çok kötü bir tekstil tasarımcısı.
27-1022,27,1022,Fashion Designers,,2163.14,2,Moda Tasarımcısı,1,Y,O bir moda tasarımcısı.,O çok iyi bir moda tasarımcısı.,O iyi bir moda tasarımcısı.,O kötü bir moda tasarımcısı.,O çok kötü bir moda tasarımcısı.
27-1022,27,1022,Fashion Designers,Costume Designer,2163.03,2,Kostüm Sanatçısı,1,,O bir kostüm sanatçısı.,O çok iyi bir kostüm sanatçısı.,O iyi bir kostüm sanatçısı.,O kötü bir kostüm sanatçısı.,O çok kötü bir kostüm sanatçısı.
27-1023,27,1023,Floral Designers,Florist,5221.03,5,Çiçekçi,1,,O bir çiçekçi.,O çok iyi bir çiçekçi.,O iyi bir çiçekçi.,O kötü bir çiçekçi.,O çok kötü bir çiçekçi.
27-1023,27,1023,Floral Designers,Flower Arranger,5221.03,5,Çiçek Düzenlemecisi,1,,O bir çiçek düzenlemecisi.,O çok iyi bir çiçek düzenlemecisi.,O iyi bir çiçek düzenlemecisi.,O kötü bir çiçek düzenlemecisi.,O çok kötü bir çiçek düzenlemecisi.
27-1024,27,1024,Graphic Designers,Graphic Artist,2166.01,2,Grafiker,1,,O bir grafiker.,O çok iyi bir grafiker.,O iyi bir grafiker.,O kötü bir grafiker.,O çok kötü bir grafiker.
27-1024,27,1024,Graphic Designers,,2166.06,2,Grafik Tasarımcısı,1,Y,O bir grafik tasarımcısı.,O çok iyi bir grafik tasarımcısı.,O iyi bir grafik tasarımcısı.,O kötü bir grafik tasarımcısı.,O çok kötü bir grafik tasarımcısı.
27-1025,27,1025,Interior Designers,Interior Designer,2161.02,2,iç Mimar,1,,O bir iç mimar.,O çok iyi bir iç mimar.,O iyi bir iç mimar.,O kötü bir iç mimar.,O çok kötü bir iç mimar.
27-1026,27,1026,Merchandise Displayers and Window Trimmers,Show Floor Decorator,3432.02,3,Teşhir Alan Dekoratörü,1,,O bir teşhir alan dekoratörü.,O çok iyi bir teşhir alan dekoratörü.,O iyi bir teşhir alan dekoratörü.,O kötü bir teşhir alan dekoratörü.,O çok kötü bir teşhir alan dekoratörü.
27-1026,27,1026,Merchandise Displayers and Window Trimmers,Window Decorator,3432.2,3,Vitrin Düzenleme Elemanı,1,,O bir vitrin düzenleme elemanı.,O çok iyi bir vitrin düzenleme elemanı.,O iyi bir vitrin düzenleme elemanı.,O kötü bir vitrin düzenleme elemanı.,O çok kötü bir vitrin düzenleme elemanı.
27-1027,27,1027,Set and Exhibit Designers,Set Decorator,7115.18,7,Sahne Aksesuarcısı,1,,O bir sahne aksesuarcısı.,O çok iyi bir sahne aksesuarcısı.,O iyi bir sahne aksesuarcısı.,O kötü bir sahne aksesuarcısı.,O çok kötü bir sahne aksesuarcısı.
27-1027,27,1027,Set and Exhibit Designers,Stage Scenery Designer,2163.03,2,Sahne Dekorları Sanatçısı,1,,O bir sahne dekorları sanatçısı.,O çok iyi bir sahne dekorları sanatçısı.,O iyi bir sahne dekorları sanatçısı.,O kötü bir sahne dekorları sanatçısı.,O çok kötü bir sahne dekorları sanatçısı.
27-1027,27,1027,Set and Exhibit Designers,Theater Set Production Designer,3432.09,3,Tiyatro Dekoratör,2,,O bir tiyatro dekoratör.,O çok iyi bir tiyatro dekoratör.,O iyi bir tiyatro dekoratör.,O kötü bir tiyatro dekoratör.,O çok kötü bir tiyatro dekoratör.
27-2011,27,2011,Actors,Monologist,2655.02,2,Anlatıcı,1,,O bir anlatıcı.,O çok iyi bir anlatıcı.,O iyi bir anlatıcı.,O kötü bir anlatıcı.,O çok kötü bir anlatıcı.
27-2011,27,2011,Actors,Voice-Over Artist,2655.04,2,Seslendirme Sanatçısı,1,,O bir seslendirme sanatçısı.,O çok iyi bir seslendirme sanatçısı.,O iyi bir seslendirme sanatçısı.,O kötü bir seslendirme sanatçısı.,O çok kötü bir seslendirme sanatçısı.
27-2012,27,2012,Producers and Directors,Broadcast Producer,2654.11,2,Yayın Şefi ,1,,O bir yayın şefi.,O çok iyi bir yayın şefi.,O iyi bir yayın şefi.,O kötü bir yayın şefi.,O çok kötü bir yayın şefi.
27-2012,27,2012,Producers and Directors,Casting Director,3435.09,3,Cast direktörü,1,,O bir cast direktörü.,O çok iyi bir cast direktörü.,O iyi bir cast direktörü.,O kötü bir cast direktörü.,O çok kötü bir cast direktörü.
