2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
25-1192,25,1192,"Family and Consumer Sciences Teachers, Postsecondary",Home Economics Professor,2,Aile Ekonomisi Ve Beslenme Öğretmeni,He's a family economics and nutrition teacher.,He's a very good family economics and nutrition teacher.,He's a good family economics and nutrition teacher.,He's a bad family economics and nutrition teacher.,He's a terrible family economics and nutrition teacher.,he,he,he,he,he
25-1193,25,1193,"Recreation and Fitness Studies Teachers, Postsecondary",Health and Physical Education Professor,2,Sağlık Bilgisi Öğretmeni,He's a health teacher.,He's a very good health teacher.,He's a good health teacher.,He's a bad health teacher.,He's a terrible health teacher.,he,he,he,he,he
25-1193,25,1193,"Recreation and Fitness Studies Teachers, Postsecondary",Physical Education (PE) Professor,2,Beden Eğitimi Ve Spor Öğretmenliği Öğretim Üyesi,He's a professor of physical education and sports teaching.,He's a very good physical education and sports teacher.,He's a good gym and sports teacher.,He's a bad gym and sports teacher.,He's a terrible gym and sports teacher.,he,he,he,he,he
25-1193,25,1193,"Recreation and Fitness Studies Teachers, Postsecondary",Swimming Professor,3,Yüzme Eğitmeni,He's a swimming instructor.,He's a very good swimming instructor.,He's a good swimming instructor.,He's a bad swimming instructor.,He's a terrible swimming instructor.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Architectural Drafting Instructor,2,Yapı Ressamlığı Öğretmeni,He's a building painter.,He's a very good building painter.,He's a good building painter.,He's a bad building painter.,He's a terrible building painter.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Automotive Technology Instructor,2,Otomotiv Öğretmeni,He's an automotive teacher.,He's a very good automotive teacher.,He's a good automotive teacher.,He's a bad automotive teacher.,He's a terrible automotive teacher.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Barbering Instructor,2,Kuaförlük Usta Öğretici,She's a hairdressing master trainer.,She is a very good hairdressing master trainer.,She is a good hairdressing master trainer.,She is a bad hairdressing master tutorial.,She is a very bad hairdressing master tutorial.,she,she,she,she,she
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Computer-Aided Drafting and Design Instructor,2,Bilgisayar Destekli Tasarım Öğretim Üyesi,He's a computer-aided design professor.,He's a very good computer-aided design professor.,He's a good computer-aided design professor.,He's a bad computer-aided design professor.,He's a very bad computer-aided design professor.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Cosmetology Instructor,2,Kuaförlük Ve Güzellik Bilgisi Öğretmeni,She's a hairdressing and beauty teacher.,She's a very good hairdressing and beauty teacher.,She's a good hairdressing and beauty teacher.,She's a bad hairdressing and beauty teacher.,She's a terrible hairdressing and beauty teacher.,she,she,she,she,she
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Electrical Technology Instructor,2,Elektrik Makinaları Öğretim Üyesi,He's a professor of electrical machines.,He's a very good electrical machinery instructor.,He's a good electric machine professor.,He's a bad electric machine professor.,He's a terrible electric machine professor.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Electronics Technology Instructor,2,Elektronik Öğretim Üyesi,He's an electronics professor.,He's a very good electronics professor.,He's a good electronics professor.,He's a bad electronics professor.,He's a terrible electronics professor.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",HVAC Instructor,2,soğutma Ve iklimlendirme Usta Öğretici,He is a master instructor of cooling and air conditioning.,He is a very good cooling and air conditioning master tutorial.,He is a good cooling and air conditioning master tutorial.,He is a bad cooling and air conditioning master tutorial.,He is a very bad cooling and air conditioning master tutorial.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Industrial Electrical Technology Instructor,2,Endüstriyel Elektronik Öğretmeni,He's an industrial electronics teacher.,He's a very good industrial electronics teacher.,He's a good industrial electronics teacher.,He's a bad industrial electronics teacher.,He's a terrible industrial electronics teacher.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Industrial Maintenance Instructor,2,Endüstriyel Bakım Onarım Usta Öğretici,It is an industrial maintenance repair master tutorial.,He is a very good industrial maintenance repair master tutorial.,He is a good industrial maintenance repair master tutorial.,He is a poor industrial maintenance repair master tutorial.,He is a very bad industrial maintenance repair master tutorial.,it,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Masonry Instructor,2,Duvarcılık Usta Öğretici,He is a master tutorial of masonry.,He is a very good masonry master tutorial.,He is a good masonry master tutorial.,He is a bad masonry master tutorial.,He is a very bad masonry master tutorial.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Mechanical Maintenance Instructor,2,Mekanik Öğretim Üyesi,He's a mechanical lecturer.,He's a very good mechanical lecturer.,He's a good mechanical instructor.,He's a bad mechanical instructor.,He's a terrible mechanical instructor.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Residential Construction Instructor,2,Konstrüksiyon Ve imalat Öğretim Üyesi,He's a professor of construction and manufacturing.,He's a very good professor of construction and manufacturing.,He's a good construction and manufacturing professor.,He's a bad professor of construction and manufacturing.,He's a very bad professor of construction and manufacturing.,he,he,he,he,he
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Skin Care Instructor,2,Cilt Bakımı Ve Güzellik Usta Öğretici,She is a skincare and beauty master tutorial.,She is a very good skincare and beauty master tutorial.,She is a good skincare and beauty master tutorial.,She is a bad skincare and beauty master tutorial.,She is a very bad skincare and beauty master tutorial.,she,she,she,she,she
25-1194,25,1194,"Career/Technical Education Teachers, Postsecondary",Welding Instructor,2,Kaynakçılık Usta Öğretici,He's a welding master teacher.,He is a very good welding master teacher.,He is a good welding master teacher.,He's a bad welding master teacher.,He's a very bad welding master teacher.,he,he,he,he,he
25-1199,25,1199,"Postsecondary Teachers, All Other",Flight Simulator Instructor,2,Havacılık Simülatör Uzmanı,He's an aviation simulator expert.,He's a very good aviation simulator expert.,He's a good aviation simulator expert.,He's a bad aviation simulator expert.,He's a terrible aviation simulator expert.,he,he,he,he,he
25-2011,25,2011,"Preschool Teachers, Except Special Education",Preschool Teacher,2,Okul Öncesi Öğretmeni,She's a preschool teacher.,She's a very good preschool teacher.,She's a good preschool teacher.,She's a bad preschool teacher.,She's a terrible preschool teacher.,she,she,she,she,she
25-2021,25,2021,"Elementary School Teachers, Except Special Education",4th Grade Math Teacher,2,ilköğretim Matematik Öğretmeni,He's an elementary math teacher.,He's a very good elementary math teacher.,He's a good elementary math teacher.,He's a bad elementary math teacher.,He's a terrible elementary math teacher.,he,he,he,he,he
25-2021,25,2021,"Elementary School Teachers, Except Special Education",Elementary School Music Teacher,2,Ortaöğretim Müzik Öğretmeni,He's a secondary music teacher.,He's a very good secondary music teacher.,He's a good secondary music teacher.,He's a bad secondary music teacher.,He's a terrible secondary music teacher.,he,he,he,he,he
25-2022,25,2022,"Middle School Teachers, Except Special and Career/Technical Education",Intermediate School Social Studies Teacher,2,Ortaöğretim Sosyal Bilgiler Öğretmeni,He's a secondary social studies teacher.,He's a very good secondary social studies teacher.,He's a good secondary social studies teacher.,He's a bad secondary social studies teacher.,He's a terrible secondary social studies teacher.,he,he,he,he,he
25-2022,25,2022,"Middle School Teachers, Except Special and Career/Technical Education",Middle School PE Teacher,2,Beden Eğitimi ve Spor Öğretmeni,He's a gym and sports teacher.,He's a very good gym and sports teacher.,He's a good gym and sports teacher.,He's a bad gym and sports teacher.,He's a terrible gym and sports teacher.,he,he,he,he,he
25-2022,25,2022,"Middle School Teachers, Except Special and Career/Technical Education",Middle School Science Teacher,2,ilköğretim Fen Bilgisi Öğretmeni,He's an elementary science teacher.,He's a very good elementary science teacher.,He's a good elementary science teacher.,He's a bad elementary school science teacher.,She's a terrible elementary school science teacher.,he,he,he,he,she
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School Biology Teacher,2,Ortaöğretim Biyoloji Öğretmeni,He's a secondary biology teacher.,He's a very good secondary biology teacher.,He's a good secondary biology teacher.,He's a bad secondary biology teacher.,He's a terrible secondary biology teacher.,he,he,he,he,he
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School English Teacher,2,ingilizce Öğretmeni,He's an English teacher.,He's a very good English teacher.,He's a good English teacher.,He's a bad English teacher.,He's a terrible English teacher.,he,he,he,he,he
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School French Teacher,2,Yabancı Dil Öğretmeni,He's a foreign language teacher.,He's a very good foreign language teacher.,He's a good foreign language teacher.,He's a bad foreign language teacher.,He's a terrible foreign language teacher.,he,he,he,he,he
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School History Teacher,2,Ortaöğretim Tarih Öğretmeni,He's a secondary school history teacher.,He's a very good secondary school history teacher.,He's a good secondary school history teacher.,He's a bad secondary school history teacher.,He's a terrible secondary school history teacher.,he,he,he,he,he
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School Math Teacher,2,Ortaöğretim Matematik Öğretmeni,He's a secondary math teacher.,He's a very good secondary math teacher.,He's a good secondary math teacher.,He's a bad secondary math teacher.,He's a terrible secondary math teacher.,he,he,he,he,he
25-2031,25,2031,"Secondary School Teachers, Except Special and Career/Technical Education",High School Teacher,2,Orta Öğretim Öğretmeni,He's a secondary teacher.,He's a very good secondary teacher.,He's a good secondary teacher.,He's a bad secondary teacher.,He's a terrible secondary teacher.,he,he,he,he,he
25-2032,25,2032,"Career/Technical Education Teachers, Secondary School",High School Auto Repair Teacher,2,Ortaöğretim iş Eğitimi Öğretmeni,He's a secondary school job training teacher.,He's a very good secondary school job training teacher.,He's a good secondary school job training teacher.,He's a bad secondary school job training teacher.,He's a terrible secondary school job training teacher.,he,he,he,he,he
