2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
27-2022,27,2022,Coaches and Scouts,Football Coach,3,Korumalı Futbol Antrenörü,He's a protected football coach.,He is a very good protected football coach.,He is a good protected football coach.,He's a bad protected football coach.,He's a very bad protected football coach.,he,he,he,he,he
27-2022,27,2022,Coaches and Scouts,Ice Skating Coach,3,Buz Pateni koç,He's a skating coach.,He's a very good skating coach.,He's a good skating coach.,He's a bad skating coach.,He's a very bad skating coach.,he,he,he,he,he
27-2022,27,2022,Coaches and Scouts,Riding Coach,3,Binicilik Eğitmeni,He's a riding instructor.,He is a very good riding instructor.,He's a good riding instructor.,He's a bad riding instructor.,He's a very bad riding instructor.,he,he,he,he,he
27-2022,27,2022,Coaches and Scouts,Ski Coach,3,Kayak koç,He's a ski coach.,He is a very good ski coach.,He's a good ski coach.,He's a bad ski coach.,He's a very bad ski coach.,he,he,he,he,he
27-2022,27,2022,Coaches and Scouts,Tennis Coach,3,Tenis Antrenörü,He's a tennis coach.,He is a very good tennis coach.,He's a good tennis coach.,He's a bad tennis coach.,He's a very bad tennis coach.,he,he,he,he,he
27-2023,27,2023,"Umpires, Referees, and Other Sports Officials",Athletic Events Scorer,3,Spor Hakemi,He's a sports referee.,He is a very good sports referee.,He's a good sports referee.,He's a bad sports referee.,He's a very bad sports referee.,he,he,he,he,he
27-2023,27,2023,"Umpires, Referees, and Other Sports Officials",Baseball Umpire,3,Beyzbol Hakemi,He's a baseball referee.,He's a very good baseball referee.,He's a good baseball referee.,He's a bad baseball referee.,He's a very bad baseball referee.,he,he,he,he,he
27-2031,27,2031,Dancers,Ballet Dancer,2,Bale Dansçısı,He's a ballet dancer.,He is a very good ballet dancer.,He's a good ballet dancer.,He's a bad ballet dancer.,He's such a bad ballet dancer.,he,he,he,he,he
27-2031,27,2031,Dancers,Dance Artist,2,Dans Sanatçısı,He's a dance artist.,He is a very good dance artist.,He's a good dance performer.,He's a bad dance performer.,He's such a bad dance artist.,he,he,he,he,he
27-2032,27,2032,Choreographers,Dance Director,2,Koreograf,He's a choreographer.,He's a very good choreographer.,He's a good choreographer.,He's a bad choreographer.,He's such a bad choreographer.,he,he,he,he,he
27-2041,27,2041,Music Directors and Composers,Choirmaster,2,Koro Şefi,He's a choirmaster.,He's a very good choral conductor.,He's a good choirmaster.,He's a bad choirmaster.,He's a very bad choral conductor.,he,he,he,he,he
27-2041,27,2041,Music Directors and Composers,Composer,2,Bestekar,He's a composer.,He is a very good composer.,He's a good composer.,He's a bad composer.,He's a very bad composer.,he,he,he,he,he
27-2041,27,2041,Music Directors and Composers,Orchestra Conductor,2,Orkestra Şefi,He's a conductor.,He is a very good conductor.,He's a good conductor.,He's a bad conductor.,He's a very bad conductor.,he,he,he,he,he
27-2041,27,2041,Music Directors and Composers,Orchestrator,2,Orkestratör,He's an orchestrator.,He is a very good orchestrator.,He's a good orchestrator.,He's a bad orchestrator.,He's a very bad orchestrator.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Bassoonist,2,Fagotçu,He's a bassoon.,He's a very good bassoon.,He's a good bassoon.,He's a bad bassoon.,He's a very bad bassoon.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Cellist,2,Çelist,He's a dude.,He's a very good dude.,He's a good dude.,He's a bad dude.,He's a very bad dude.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Clarinetist,2,Klarnetçi,He's a clarinettist.,He is a very good clarinettist.,He's a good clarinettist.,He's a bad clarinettist.,He's a very bad clarinettist.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Double Bass Player,2,Kontrbas Sanatçısı,He's a double bass player.,He is a very good double bass player.,He's a good double bass player.,He's a bad double bass player.,He's such a bad double bass player.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Flutist,2,Flütçü,He's a flutist.,He's a very good flutist.,He's a good flutist.,He's a bad flutist.,He's such a bad flutist.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Guitarist,2,Gitarist,He's a guitarist.,He's a very good guitarist.,He's a good guitarist.,He's a bad guitarist.,He's a very bad guitarist.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Harpist,2,Arp Sanatçısı,He's a harp artist.,He is a very good harp player.,He's a good harpist.,He's a bad harpist.,He's a very bad harpist.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Horn Player,2,Korno Oyuncusu,He's a horn player.,He's a very good horn player.,He's a good horn player.,He's a bad horn player.,He's such a bad horn player.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Instrumentalist,2,Enstrümancı,He's an instrumentalist.,He is a very good instrumentalist.,He's a good instrumentalist.,He's a bad instrumentalist.,He's a very bad instrumentalist.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Musician,2,Müzisyen,He's a musician.,He is a very good musician.,He's a good musician.,He's a bad musician.,He's a very bad musician.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Oboist,2,Obuacı,He's a oboist.,He's a very good oboist.,He's a good oboist.,He's a bad oboist.,He's a very bad oboist.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Opera Singer,2,Opera Şarkıcısı,He's an opera singer.,He is a very good opera singer.,He's a good opera singer.,He's a bad opera singer.,He's such a bad opera singer.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Percussionist,2,Perküsyonist,He's a percussionist.,He is a very good percussionist.,He's a good percussionist.,He's a bad percussionist.,He's a very bad percussionist.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Pianist,2,Piyanist,He's a pianist.,He is a very good pianist.,He's a good pianist.,He's a bad pianist.,He's a very bad pianist.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Trombonist,2,Tromboncu,He's a trombonist.,He's a very good trombonist.,He's a good trombonist.,He's a bad trombonist.,He's a very bad trombonist.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Trumpeter,2,Trompetçi,He's a trumpeter.,He's a very good trumpeter.,He's a good trumpeter.,He's a bad trumpeter.,He's a very bad trumpeter.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Violinist,2,Kemancı,He's a violinist.,He is a very good violinist.,He's a good violinist.,He's a bad violinist.,He's a very bad violinist.,he,he,he,he,he
27-2042,27,2042,Musicians and Singers,Violist,2,Viyolist,He's a violist.,He's a very good violist.,He's a good violist.,He's a bad violist.,He's such a bad violist.,he,he,he,he,he
27-2091,27,2091,"Disc Jockeys, Except Radio",DJ,2,Diskjokey,He's a disc jockey.,He's a very good disc jockey.,He's a good disc jockey.,He's a bad disc jockey.,He's a very bad disc jockey.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Acrobat,2,Akrobat,He's an acrobat.,He's a very good acrobat.,He's a good acrobat.,He's a bad acrobat.,He's a very bad acrobat.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Aerialist,2,Trapezci,He's a trapeze player.,He's a very good trapeze player.,He's a good trapeze player.,He's a bad trapeze.,He's a very bad trapeze player.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Clown,2,Palyaço,He's a clown.,He's a very good clown.,He's a good clown.,He's an evil clown.,He's a very bad clown.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Comedian,2,Stand-up Komedyeni,He's a stand-up comedian.,He's a very good stand-up comedian.,He's a good stand-up comedian.,He's a bad stand-up comedian.,He's such a bad stand-up comedian.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Fortune Teller,5,Falcı,He's a fortune teller.,He is a very good fortune teller.,He's a good fortune teller.,He's a bad fortune teller.,He's a very bad fortune teller.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Magician,2,Sihirbaz,He's a magician.,He's a very good magician.,He's a good magician.,He's a bad wizard.,He's a very bad wizard.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Prompter,3,Suflör,He's a prompt.,He's a very good prompter.,He's a good prompt.,He's a bad prompter.,He's a very bad prompter.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Puppeteer,2,Kuklacı,He's a puppeteer.,He's a very good puppeteer.,He's a good puppeteer.,He's a bad puppeteer.,He's a very bad puppeteer.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Stunt Performer,3,Dublör,He's a stunt man.,He's a very good stunt man.,He's a good stunt man.,He's a bad stunt man.,He's such a bad stunt man.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Ventriloquist,2,Vantrilok,He's a ventriloquist.,He's a very good ventriloquist.,He's a good ventriloquist.,He's a bad ventriloquist.,He's a very bad ventriloquist.,he,he,he,he,he
27-2099,27,2099,"Entertainers and Performers, Sports and Related Workers, All Other",Wire Walker,2,Sahne Uzmanı,He's a stage pro.,He's a very good stage pro.,He's a good stage pro.,He's a bad stage pro.,He's such a bad stage pro.,he,he,he,he,he
27-3011,27,3011,Broadcast Announcers and Radio Disc Jockeys,Commercial Announcer,2,Anons Görevlisi,He's an announcer.,He's a very good announcer.,He's a good announcer.,He's a bad announcer.,He's a very bad announcer.,he,he,he,he,he
27-3011,27,3011,Broadcast Announcers and Radio Disc Jockeys,Radio Artist,2,Radyo Muhabiri,He's a radio reporter.,He's a very good radio reporter.,He's a good radio reporter.,He's a bad radio reporter.,He's a very bad radio reporter.,he,he,he,he,he
27-3011,27,3011,Broadcast Announcers and Radio Disc Jockeys,Radio Host,2,Radyo Spikeri,He's a radio announcer.,He's a very good radio announcer.,He's a good radio announcer.,He's a bad radio announcer.,He's a very bad radio announcer.,he,he,he,he,he
27-3011,27,3011,Broadcast Announcers and Radio Disc Jockeys,Talk Show Host,2,Takdimci,He's a presenter.,He's a very good presenter.,He's a good presenter.,He's a bad presenter.,He's such a bad presenter.,he,he,he,he,he
27-3011,27,3011,Broadcast Announcers and Radio Disc Jockeys,Television Host,2,Televizyon Spikeri,He's a TV announcer.,He's a very good TV announcer.,He's a good TV announcer.,He's a bad TV announcer.,He's a very bad TV announcer.,he,he,he,he,he
27-3023,27,3023,"News Analysts, Reporters, and Journalists",Correspondent,2,Muhabir,He's a reporter.,He's a very good reporter.,He's a good reporter.,He's a bad reporter.,He's a very bad reporter.,he,he,he,he,he
27-3023,27,3023,"News Analysts, Reporters, and Journalists",Journalist,2,Gazeteci,He's a journalist.,He is a very good journalist.,He's a good journalist.,He's a bad journalist.,He's a very bad journalist.,he,he,he,he,he
27-3023,27,3023,"News Analysts, Reporters, and Journalists",Movie Critic,2,Eleştirmen,He's a critic.,He's a very good critic.,He's a good critic.,He's a bad critic.,He's a very bad critic.,he,he,he,he,he
27-3023,27,3023,"News Analysts, Reporters, and Journalists",News Anchor,2,Haber Spikeri,He's a news presenter.,He's a very good news presenter.,He's a good news announcer.,He's a bad news announcer.,He's a very bad news announcer.,he,he,he,he,he
27-3023,27,3023,"News Analysts, Reporters, and Journalists",News Reporter,9,Haberci,He's a messenger.,He's a very good messenger.,He's a good messenger.,He's a bad messenger.,He's a very bad messenger.,he,he,he,he,he
27-3023,27,3023,"News Analysts, Reporters, and Journalists",Newspaper Columnist,2,Gazete Yazar,He writes a newspaper.,He writes a very good newspaper.,He writes a good newspaper.,He writes a bad newspaper.,He writes a very bad newspaper.,he,he,he,he,he
27-3023,27,3023,"News Analysts, Reporters, and Journalists",Newspaper Correspondent,2,Gazete Muhabiri,He's a newspaper reporter.,He's a very good newspaper reporter.,He's a good newspaper reporter.,He's a bad newspaper reporter.,He's a very bad newspaper reporter.,he,he,he,he,he
