,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),Translation (AWS),,,,,,,,,
25-1065,25,1065,"Political Science Teachers, Postsecondary",International Relations Professor,2,Uluslararası ilişkiler Öğretim Üyesi,He's an international relations faculty member.,He is a very good international relations lecturer.,He's a good international relations lecturer.,He's a bad international relations lecturer.,He's a very bad international relations lecturer.,he,he,he,he,he
25-1066,25,1066,"Psychology Teachers, Postsecondary",Child Development Professor,2,Çocuk Gelişimi Ve Eğitimi Öğretim Üyesi,She is a child development and education lecturer.,She is a very good child development and education lecturer.,He is a good child development and education lecturer.,He is a bad child development and education lecturer.,He is a very bad child development and education lecturer.,she,she,he,he,he
25-1066,25,1066,"Psychology Teachers, Postsecondary",Clinical Psychology Professor,2,Klinik Psikoloji Öğretim Üyesi,He's a clinical psychology lecturer.,He's a very good clinical psychology lecturer.,He's a good clinical psychology lecturer.,He's a bad clinical psychology lecturer.,He's a very bad clinical psychology lecturer.,he,he,he,he,he
25-1066,25,1066,"Psychology Teachers, Postsecondary",Human Relations Professor,2,Sosyal Psikoloji Öğretim Üyesi,He's a social psychology lecturer.,He's a very good social psychology lecturer.,He's a good social psychology lecturer.,He's a bad social psychology lecturer.,He's a very bad social psychology lecturer.,he,he,he,he,he
25-1066,25,1066,"Psychology Teachers, Postsecondary",Psychology Professor,2,Psikoloji Öğretim Görevlisi,He's a psychology lecturer.,He's a very good psychology lecturer.,He's a good psychology lecturer.,He's a bad psychology lecturer.,He's a bad psychology lecturer.,he,he,he,he,he
25-1067,25,1067,"Sociology Teachers, Postsecondary",Comparative Sociology Professor,2,Sosyoloji Öğretim Üyesi,He's a sociology lecturer.,He's a very good sociology lecturer.,He's a good sociology lecturer.,He's a bad sociology lecturer.,He's a bad sociology lecturer.,he,he,he,he,he
25-1067,25,1067,"Sociology Teachers, Postsecondary",Social Organization Professor,2,Kurumlar Sosyolojisi Öğretim Üyesi,He's a lecturer in sociology of institutions.,He is a very good sociology lecturer in institutions.,He's a good institutional-sociology lecturer.,He's a bad sociology lecturer.,He's a very bad sociology lecturer.,he,he,he,he,he
25-1071,25,1071,"Health Specialties Teachers, Postsecondary",Dentistry Professor,2,Dişçilik Öğretim Üyesi,He's a dentistry lecturer.,He's a very good dentistry lecturer.,He's a good dentistry lecturer.,He's a bad dentistry lecturer.,He's a bad dentistry lecturer.,he,he,he,he,he
25-1071,25,1071,"Health Specialties Teachers, Postsecondary",Pharmacology Professor,2,Farmakoloji Öğretim Üyesi,He's a pharmacology lecturer.,He's a very good pharmacology lecturer.,He's a good pharmacology lecturer.,He's a bad pharmacology lecturer.,He's a very bad pharmacology lecturer.,he,he,he,he,he
25-1072,25,1072,"Nursing Instructors and Teachers, Postsecondary",Advanced Nursing Professor,2,Yüksek Hemşirelik Okulu Öğretim Üyesi,He's a higher nursing school lecturer.,She's a very good high nursing school lecturer.,He's a good higher nursing school lecturer.,He's a bad high nursing school lecturer.,He's a very bad high nursing school lecturer.,he,she,he,he,he
25-1072,25,1072,"Nursing Instructors and Teachers, Postsecondary",Registered Nursing Professor,2,Hemşirelik Öğretmeni,He's a nursing teacher.,He's a very good nursing teacher.,He's a good nursing teacher.,He's a bad nursing teacher.,He's a terrible nursing teacher.,he,he,he,he,he
25-1082,25,1082,"Library Science Teachers, Postsecondary",Library and Information Science Professor,2,Kütüphanecilik Öğretmeni,He's a librarian teacher.,He's a very good librarian teacher.,He's a good librarian teacher.,He's a bad librarian teacher.,He's a terrible librarian teacher.,he,he,he,he,he
25-1111,25,1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Criminal Justice Professor,2,Adalet Öğretmeni,He's a justice teacher.,He's a very good justice teacher.,He's a good justice teacher.,He's a bad justice teacher.,He's a terrible justice teacher.,he,he,he,he,he
25-1112,25,1112,"Law Teachers, Postsecondary",Constitutional Law Professor,2,Hukuk ilmi Öğretim Üyesi,He's a law science lecturer.,He's a very good law lecturer.,He's a good law lecturer.,He's a bad law lecturer.,He's a bad law lecturer.,he,he,he,he,he
25-1121,25,1121,"Art, Drama, and Music Teachers, Postsecondary",Ballet Professor,2,Drama Öğretmeni ,He's a drama teacher.,He's a very good drama teacher.,He's a good drama teacher.,He's a bad drama teacher.,He's a terrible drama teacher.,he,he,he,he,he
25-1121,25,1121,"Art, Drama, and Music Teachers, Postsecondary",Graphic Design Professor,2,Grafik Öğretmeni,He's a graphic teacher.,He's a very good graphic teacher.,He's a good graphic teacher.,He's a bad graphic teacher.,He's a terrible graphic teacher.,he,he,he,he,he
25-1121,25,1121,"Art, Drama, and Music Teachers, Postsecondary",Photography Professor,2,Fotoğraf Öğretmeni,He's a photography teacher.,He's a very good photography teacher.,He's a good photography teacher.,He's a bad photography teacher.,He's a terrible photography teacher.,he,he,he,he,he
25-1121,25,1121,"Art, Drama, and Music Teachers, Postsecondary",Piano Performance and Pedagogy Professor,2,Piyano Sanat Dalı Öğretim Üyesi,He's a piano art lecturer.,He's a very good piano art lecturer.,He's a good piano art lecturer.,He's a bad piano art lecturer.,He's a very bad piano art lecturer.,he,he,he,he,he
25-1121,25,1121,"Art, Drama, and Music Teachers, Postsecondary",Piano Professor,2,Piyano Eğitmeni,He's a piano instructor.,He's a very good piano instructor.,He's a good piano instructor.,He's a bad piano instructor.,He's a terrible piano instructor.,he,he,he,he,he
25-1122,25,1122,"Communications Teachers, Postsecondary",Journalism Professor,2,Gazetecilik Ve Halkla ilişkiler Öğretmeni,He's a journalism and public relations teacher.,He's a very good journalism and public relations teacher.,He's a good journalism and public relations teacher.,He's a bad journalism and public relations teacher.,He's a terrible journalism and public relations teacher.,he,he,he,he,he
25-1123,25,1123,"English Language and Literature Teachers, Postsecondary",Children's Literature Professor,2,ingiliz Dili Ve Edebiyatı Öğretim Üyesi,He's an English language and literature lecturer.,He's a very good English language and literature lecturer.,He's a good English language and literature lecturer.,He's a bad English language and literature lecturer.,He's a very bad English language and literature lecturer.,he,he,he,he,he
25-1123,25,1123,"English Language and Literature Teachers, Postsecondary",Composition Professor,2,Dil Ve Edebiyat Öğretim Üyesi,He's a lecturer in language and literature.,He is a very good lecturer in language and literature.,He's a good lecturer in language and literature.,He's a bad language and a lecturer in literature.,He's a very bad language and literature lecturer.,he,he,he,he,he
25-1124,25,1124,"Foreign Language and Literature Teachers, Postsecondary",Arabic Professor,2,Arap Dili Ve Edebiyatı Öğretim Üyesi,He's an Arabic language and literature lecturer.,He is a very good professor of Arabic language and literature.,He's a good Arabic language and literature lecturer.,He's a bad Arabic language and literature lecturer.,He's a very bad Arabic language and literature lecturer.,he,he,he,he,he
25-1124,25,1124,"Foreign Language and Literature Teachers, Postsecondary",Chinese Language Professor,2,Çince Öğretmeni,He's a Chinese teacher.,He's a very good Chinese teacher.,He's a good chinese teacher.,He's a bad Chinese teacher.,He's a terrible Chinese teacher.,he,he,he,he,he
25-1124,25,1124,"Foreign Language and Literature Teachers, Postsecondary",French Professor,2,Fransız Dili Ve Edebiyatı Öğretim Üyesi,He's a French language and literature lecturer.,He is a very good lecturer in French language and literature.,He's a good lecturer in French language and literature.,He's a bad French language and literature lecturer.,He's a very bad lecturer in French language and literature.,he,he,he,he,he
25-1124,25,1124,"Foreign Language and Literature Teachers, Postsecondary",German Professor,2,Alman Dili Ve Edebiyatı Öğretim Üyesi,He's a German language and literature lecturer.,He's a very good German language and literature lecturer.,He's a good German language and literature lecturer.,He's a bad German language and literature lecturer.,He's a very bad German language and literature lecturer.,he,he,he,he,he
25-1124,25,1124,"Foreign Language and Literature Teachers, Postsecondary",Greek Professor,2,Yunan Dili Ve Edebiyatı Öğretim Üyesi,He is a Greek language and literature lecturer.,He is a very good lecturer in Greek language and literature.,He's a good Greek language and literature lecturer.,He's a bad Greek language and literature lecturer.,He's a very bad Greek language and literature lecturer.,he,he,he,he,he
25-1124,25,1124,"Foreign Language and Literature Teachers, Postsecondary",Japanese Professor,2,Japon Dili Ve Edebiyatı Öğretim Üyesi,He's a lecturer in Japanese language and literature.,He is a very good lecturer in Japanese language and literature.,He's a good lecturer in Japanese language and literature.,He's a bad Japanese language and literature lecturer.,He's a very bad Japanese language and literature lecturer.,he,he,he,he,he
25-1124,25,1124,"Foreign Language and Literature Teachers, Postsecondary",Russian Language Professor,2,Rus Dili Ve Edebiyatı Öğretim Üyesi,He is a lecturer in Russian language and literature.,He is a very good lecturer in Russian language and literature.,He is a good lecturer in Russian language and literature.,He is a bad Russian language and a lecturer in literature.,He is a very bad Russian language and literature lecturer.,he,he,he,he,he
25-1124,25,1124,"Foreign Language and Literature Teachers, Postsecondary",Spanish Literature Professor,2,ispanyol Dili Ve Edebiyatı Öğretim Üyesi,He's a Spanish language and literature lecturer.,He is a very good lecturer in Spanish language and literature.,He's a good Spanish language and literature lecturer.,He's a bad Spanish language and literature lecturer.,He's a very bad Spanish language and literature lecturer.,he,he,he,he,he
25-1125,25,1125,"History Teachers, Postsecondary",African History Professor,2,Tarih Öğretim Üyesi,He's a history lecturer.,He's a very good history lecturer.,He's a good history lecturer.,He's a bad history lecturer.,He's a terrible history lecturer.,he,he,he,he,he
25-1126,25,1126,"Philosophy and Religion Teachers, Postsecondary",Biblical Studies Professor,2,Felsefe Öğretim Üyesi,He's a philosophy lecturer.,He's a very good philosophy lecturer.,He's a good philosophy lecturer.,He's a bad philosophy lecturer.,He's a bad philosophy lecturer.,he,he,he,he,he
25-1192,25,1192,"Family and Consumer Sciences Teachers, Postsecondary",Family and Consumer Sciences Professor,2,Aile Ve Tüketici Bilimleri Öğretmeni,He's a family and consumer science teacher.,He is a very good family and consumer science teacher.,He's a good family and consumer science teacher.,He's a bad family and consumer science teacher.,He's a very bad family and consumer science teacher.,he,he,he,he,he
25-1192,25,1192,"Family and Consumer Sciences Teachers, Postsecondary",Home and Family Living Professor,2,Ev idaresi Bilimi Öğretmeni,He's a home administration science teacher.,He's a very good home administration science teacher.,He's a good home administration science teacher.,He's a bad home administration science teacher.,He's a bad home administration science teacher.,he,he,he,he,he
25-1192,25,1192,"Family and Consumer Sciences Teachers, Postsecondary",Home Economics Professor,2,Aile Ekonomisi Ve Beslenme Öğretmeni,He's a teacher of family economics and nutrition.,He's a very good family economy and nutrition teacher.,He's a good family economy and nutrition teacher.,He's a bad family economy and nutrition teacher.,He's a bad family economy and nutrition teacher.,he,he,he,he,he
