"Source: https://esube.iskur.gov.tr/Meslek/meslek.aspx -> click on ""Tüm meslek listesini görmek için tıklayınız",
ISCO-08 KODU,MESLEK ADI
7115.26,Yat-Tekne Laminasyon İşçisi
7115.27,Ahşap Ev İmalat İşçisi
7115.28,Ahşap Ev İmalatçısı
7115.29,Arı Kovanı Ve Bal Çıtası Yapım İşçisi
7115.3,Ahşap Ev İmalatçısı (Nezaretçi/Ustabaşı)
7115.31,Ahşap Tekne İmalatçsı (Nezaretçi/Ustabaşı)
7115.32,Ahşap Tekne İmalat Ustası
7115.33,Ahşap Süslemecisi
7115.34,Ahşap Hediyelik Eşya Yapımcısı
7115.35,Ahşap Restorasyonu Elemanı
7115.36,Ahşap Kapı İmalatçısı
7115.37,Sahne Şef Makinisti
7115.38,Kaşör
7119.01,Başka Yerde Sınıflandırılmamış Kaba İnşaat Ve İlgili İşlerde Çalışan Sanatkarlar
7119.02,İskele Kurucusu-İnşaat (Metal Veya Ahşap)
7119.03,İşletme İnşaat Bakım Onarımcısı
7119.04,Baca Montaj Personeli
7119.05,Baca Kontrol Personeli
7119.06,"Demiryolu Yol Yapım, Bakım ve Onarımcısı"
7121.01,Arduvaz ve Kiremit Çatı İşçisi
7121.02,Asfalt Çatı İşçisi
7121.03,Diğer Çatı İşçileri
7121.04,Metal Çatı İşçisi
7121.05,Ot Yığmalı Çatı İşçisi
7121.06,Sentetik Madde Çatı İşçisi
7121.07,Ahşap Çatı Ustası
7121.08,Panel Çatı Kaplamacısı
7121.09,Örtü Tipi Çatı Kaplamacısı
7122.01,"Fayans, Seramik Ve Karo Döşemecisi"
7122.02,Mermer Döşeyici
7122.03,Mozaik Kesici Ve Döşeyici
7122.04,Parke Döşeyicisi
7122.05,Zemin Kaplamacısı (Tezyinat Karoları)
7122.06,Döşeme Ve Duvar Kaplamacısı
7122.07,Mermerit Montaj İşçisi
7122.08,Ahşap Yer Döşemecisi
7122.09,Beton Parke ve Bordür Taşı Döşeme İşçisi
7122.1,Parke Taşı ve Bordür Kaplamacı
7122.11,Doğal ve Yapay Taş Kaplamacısı
7122.12,Mermer ve Taş Kaplamacısı
7123.01,Alçı Dekorasyoncu (Kartonpiyer)
7123.02,Diğer Sıvacılar
7123.03,Sıvacı
7123.04,Sıvacı (Çimento Alçı)
7123.05,Sıvacı-Elyaflı Malzeme
7123.06,Sıvacı-Tezyinat
7123.07,Tirizci (Bağdadi İşçisi)
7123.08,Alçı Levha Uygulayıcısı
7123.09,Alçı Sıva Uygulayıcısı
7124.01,Akustik Tecritçisi
7124.02,Diğer Tecritçiler
7124.03,Kalorifer Kazanı Tecritçisi
7124.04,Isı Yalıtımcısı/İzolasyoncu (Sanayi Tipi Kazan-Boru)
7124.05,Soğutma Ve Havalandırma Teçhizatı Tecritçisi
7124.06,Yapı Yalıtımcısı
7124.07,Zemin Kaplamacısı (Mastik Karışımlı)
7124.08,İzolasyoncu (Gemi)
7124.09,Bina Tecritçisi (Makine İle)
7124.1,Alüminyum Kompozit Cephe Kaplamacısı
7124.11,Isı Yalıtımcısı
7124.12,Su Yalıtımcısı
7124.13,Ses Yalıtımcısı
7124.14,Yangın Yalıtımcısı
7125.01,Camcı
7125.02,Camcı (Çatı Aydınlık Camekanı)
7125.03,Camcı (Kurşun Çerçeveli Ve Renkli Dekoratif Camları)
7125.04,Camcı (Vitrin Cam Levhaları)
7125.05,Diğer Camcılar
7125.06,Oto Camcısı
7125.07,Akvaryum Ustası
7125.08,Otobüs Cam Hazırlama Ve Montaj İşçisi
7125.09,Dekoratif Cam İmal İşçisi
7125.1,Cam Filmi Uygulama Ustası
7126.01,Boru Döşemecisi
7126.02,Boru Tesisatçısı-Gemi
7126.03,Boru Tesisatçısı-Uçak
7126.04,Boru Tesisatçısı-Buhar
7126.05,Diğer Sıhhi Tesisat İşçileri Ve Boru Tesisatçıları
7126.06,Doğal Gaz Tesisatçısı
7126.07,Havagazı Tesisat Muayene İşçisi (Bina)
7126.08,Kuyu Kazıcı
7126.09,Ölçü Aletleri Boru Tesisatçısı
7126.1,Isıtma Ve Sıhhi Tesisatçı
7126.11,Sahne Ve Stüdyo Tesisatçısı
7126.12,Kalorifer Tesisatçısı
7126.13,Branşman
7126.14,Su Arıza İşçisi
7126.15,Endüstriyel Boru Montajcısı
7126.16,Güneş Isıl Sistem Personeli/Güneş Enerjisi Sistemleri Montaj İşçisi
7126.17,Brülör Bakım Ve Onarımcısı
7126.18,Bekstop Operatörü
7126.19,Doğal Gaz Isıtma ve Gaz Yakıcı Cihaz Servis Personeli
7126.2,Doğal Gaz İşletme Bakım Operatörü
7126.21,Doğal Gaz Altyapı Yapım ve Kontrol Personeli
7126.22,Bakır ve Alüminyum Boru Tesisatçısı
7126.23,Yangın Tesisatçısı
7126.24,Sıhhi Tesisat Güneş Kollektörü Montaj Bakım ve Onarımcısı
7126.25,Isıtma ve Gaz Yakıcı Cihaz Servis Elemanı
7126.26,Güneş Panelleri ve Fotovoltaik Sistemleri Kurulum Bakım ve Onarım Elemanı
7126.27,Doğal Gaz Acil Müdahale Personeli
7126.28,Güneş Enerji Sistemleri İmal Ustası
7126.29,Güneş Isıl Sistem Personeli/Güneş Enerjisi Sistemleri Montajcısı
7126.3,Sıhhi Tesisatçı
7126.31,Isıtma Tesisatçısı
7126.32,Plastik Boru Tesisatçısı
7126.33,Boru Tamir Ustası
7126.34,Kayıp Kaçak Tespit Elemanı
7126.35,Kaçak Su Kontrol Elemanı
7126.36,Su Arıza Ekip Sorumlusu
7126.37,Kanal Arıza Ekip Sorumlusu
7127.01,Soğutma Isıtma Sistemleri Bakım-Onarımcısı
7127.02,Soğutma Sistemi Operatörü
7127.03,Soğutmacı (Gemi)
7127.04,Ev Tipi Klima Sistemleri Teknik Elemanı
7127.05,Hava Kanalı Montaj ve İmalatçısı
7127.06,Soğutucu Ev Aletleri ve Klimalar Bakım Onarımcısı
7127.07,Bireysel Isıtma Tesisatçısı
7127.08,"Bireysel, Ticari ve Değişken Debili Klima Sistemleri Uzmanı"
7127.09,Bireysel ve Ticari Klima Sistemleri Montaj ve Servis Elemanı
7127.1,Bireysel ve Ticari Klima Sistemleri Montajcısı
7127.11,Endüstriyel Soğutma Sistemleri Montajcısı
7127.12,Endüstriyel Soğutma Sistemleri Servis Elemanı
7127.13,Endüstriyel Soğutma Sistemleri Uzmanı
7127.14,Evsel ve Ticari Soğutma Sistemleri Servis İşçisi
7127.15,Evsel ve Ticari Soğutma Sistemleri Servis Ustası
7127.16,Isıtma Sistemleri Servis Elemanı
7127.17,Isıtma Sistemleri Servis Uzmanı
7127.18,Isıtma Tesisat Bakım Onarım ve Servis Elemanı
7127.19,Klima İmalat ve Montaj Elemanı
7127.2,Merkezi ve Endüstriyel İklimlendirme Sistemleri Servis Elemanı
7127.21,Merkezi ve Endüstriyel İklimlendirme Sistemleri Servis Ustası
7127.22,Merkezi İklimlendirme Sistemleri Uygulama ve Kontrol Uzmanı
7131.01,İnşaat Boyacısı/Boyacı
7131.02,Boyacı (Çelik İnşaat Ve Gemi)
7131.03,Diğer İnşaat Boyacıları
7131.04,Duvar Kağıdı Kaplayıcısı
7131.05,Gemi-Yat-Tekne Boyacısı
7131.06,Gemi Karina Kontrol Boyacısı
7131.07,Cilacı (Gemi)
7131.08,Boyacı Ve Yüzey Hazırlamacı/Yapı Dekorasyoncusu
7131.09,Yüzey Boyama Elemanı
7132.01,Otomotiv Boya Ustası
7132.02,Diğer Boyacılar (İnşaat Ve Bakım Hariç)
7132.03,Pistoleci (Otomotiv)
7132.04,Boyacı-Metal
7132.05,Otomotiv Boya İşçisi
7132.06,Sanayi Boyacılığı Ve Uygulama Teknisyeni
7132.07,Yaş Boya Ustası/Operatörü
7132.08,Uçak Bakım Boya Personeli
7133.01,Baca Temizleyicisi
7133.02,Bina Dış Yüzey Temizleyicisi
7211.01,Diğer Metal Döküm Kalıpçıları Ve Maça Yapıcıları
7211.02,Döküm Kumu Tavlama İşçisi (Elle)
7211.03,Kalıp Bozma İşçisi-Metal Döküm
7211.04,Kalıp Tamircisi (Elle) (Metal Dökümcülüğü)
7211.05,Maça Kurutma Fırını İşçisi
7211.06,Maça Hazırlayıcısı
7211.07,Metal Döküm Kalıpçısı
7211.08,Metal Döküm Kalıpçısı (Zeminde Ve Çukurda)
7211.09,Soket Kurutma Fırını İşçisi
7211.1,Dökümcü (Metal)
7211.11,Metal Ekstrüzyon Kalıpçısı
7211.12,Metal Dökücü
7211.13,Boya Ve Kum Hazırlama İşçisi (Makine İle) -Maça Hazırlama
7211.14,Maça Yapıcı (Makine İle)
7211.15,Bozulabilir Döküm Kalıpçısı
7211.16,Hassas Döküm ve Oto İnşaa Elemanı
7212.01,Diğer Kaynakçılar Ve Pürmüzcüler
7212.02,Gazaltı (Mıg-Mag) Kaynakçısı
7212.03,Gümüş Kaynakçısı (Elle)
7212.04,Kurşun Tesisat İşçisi
7212.05,Lehimci
7212.06,Oksi-Gaz Kaynakçısı
7212.07,Kaynakçı (Oksijen Ve Elektrik)
7212.08,Örtülü Elektrot Ark Kaynakçısı
7212.09,Pirinç Kaynakçısı
7212.1,Pürmüzcü (Elle)
7212.11,Rezistans Kaynakçısı
7212.12,Soğuk Kaynak İşçisi
7212.13,Alüminotermit Kaynakçısı
7212.14,Argon Kaynakçısı (Tıg Kaynakçısı)
7212.15,Doğal Gaz Polietilen Boru Kaynakçısı (Gazlı Hat)
7212.16,Doğal Gaz Çelik Boru Kaynakçısı
7212.17,Sualtı Kaynakçısı
7212.18,Boru Kaynakçısı
7212.19,Nokta Kaynak İşçisi
7212.2,Dalga Lehim Operatörü
7212.21,Bant Kaynakçısı
7212.22,Elektrik Ark Kaynakçısı (Makine İle)
7212.23,Elektronik Gözlü Oksiasetilen Kesme Makinesi Operatörü
7212.24,Lehim Bandı İşçisi
7212.25,Punta Kaynak Makinesi İşçisi
7212.26,Seyyar Otomatik Oksiasetilen Kesme Makinesi İşçisi
7212.27,Toz Altı Kaynak Operatörü
7212.28,Platin Kesimcisi
7212.29,Dikiş Kaynak Makinesi İşçisi
7212.3,Otomatik Zincir Kaynak Makinesi İşçisi
7212.31,Ark Kaynakçısı
7212.32,Otomotiv Kaynakçısı
7212.33,Kaynak Operatörü
7212.34,Direnç Kaynak Ayarcısı
7212.35,Direnç Alın Kaynakçısı
7212.36,Plastik Kaynakçı
7212.37,Otomotiv Kaynak İşçisi
7212.38,Çelik Kaynakçısı
7212.39,Otomotiv Sac ve Gövde Kaynak Ustası
7212.4,Otomotiv Sac ve Gövde Kaynak İşçisi
7212.41,Alüminyum Kaynakçısı
7212.42,Doğal Gaz Polietilen Boru Kaynakçısı
7212.43,Nezaretçi Ve Ustabaşı (Kaynakçı)
7212.44,Robot Kaynak Operatörü
7212.45,İndüksiyon Kaynakçısı
7213.01,Metal Levha İşlemecisi
7213.02,Diğer Metal Levha İşçileri
7213.03,Karoserci
7213.04,Kazan Yapımcısı
7213.05,Makinatocu
7213.06,Markör-Metal Levha
7213.07,Metal Levha İşçisi
7213.08,Metal Levha İşçisi (Tezyinat)
7213.09,Metal Levha İşçisi (Uçak)
7213.1,Otomotiv Kaporta Ustası
7213.11,Radyatör İmalat İşçisi (Motorlu Araç)
7213.12,Teneke Kutu İmal İşçisi
7213.13,Tenekeci-İmalat
7213.14,Metal Sac İşleme İşçisi
7213.15,Doğal Gaz Baca Ustası
7213.16,Soba Ustası
7213.17,Otomotiv Şasi Ve İskelet İşçisi
7213.18,Çelik Kasa İmal Ustası
7213.19,Tanker İmalat Ustası
7213.2,Damperli Kasa İmal Ustası
7213.21,Sualtı Saç Kalınlık Ölçme İşçisi
7213.22,Giyotin Makas İşçisi
7213.23,Çelik Levha Bükücüsü
7213.24,Metal Sac İşleme Ustası
7213.25,Otomotiv Kaporta İşçisi
7213.26,Otomotiv Sac Şekillendirme Ustası
7213.27,Otomotiv Sac Şekillendirme İşçisi
7213.28,Alüminyum imalat işçisi
7213.29,Sac ve Metal Mobilyacı
7213.3,Panel Radyatör İmalatçısı
7213.31,Kalorifer Kazan imalatçısı
7213.32,Çelik Yapılandırmacı
7213.33,Tersane Yardımcı İşçisi
7214.01,Alüminyum Doğramacı
7214.02,Diğer Metal Levha Ve Metal İnşaat İşçileri
7214.03,El Perçincisi
7214.04,Gemi Montörü-Metal
7214.05,İnşaat Çeliği İşçisi-Atölye
7214.06,Endüstriyel ve Yapısal Çelik Konstrüksiyon İşçisi
7214.07,Markör (Metal İnşaat)
7214.08,Pünomatik Tabanca Perçincisi (Metal İnşaat)
7214.09,Zırh İşçisi (Gemi)
7214.1,Asma Tavan Ustası (Metal)
7214.11,Tekne Montaj İşçisi
7214.12,Tavlamacı (Gemi)
7214.13,Endazeci (Gemi)
7214.14,Tekne Onarım İşçisi
7214.15,Raf Üretim İşçisi
7214.16,Demir Doğramacı (Mobilya)
7214.17,Ferforje Demir Ustası
7214.18,Cam Balkon Sistemleri Montajcısı
7214.19,Gemi Onarım İşçisi
7214.2,Metal Doğramacı
7214.21,İnşaat Demiri Bağlama Ustası
7214.22,Gabion Sepet İmal İşçisi
7214.23,Gabion Sepet Montaj İşçisi
7214.24,Gemi Ön İmalat ve Montaj Elemanı
7214.25,Endüstriyel ve Yapısal Çelik Konstrüksiyon Ustası
7214.26,Gemi Geri Dönüşüm İşçisi
7214.27,Korkuluk İmal İşçisi
7215.01,Asma Köprü Kablo İşçisi
7215.02,Diğer Sapancılar Ve Kablo Ekleyicileri
7215.03,Gemi Halat Ve Kablo Donanım İşçisi
7215.04,Halat Ve Kablo Ekleyicisi
7215.05,Sapancı (Kaldırma Teçhizatlı)
7215.06,Sapancı (Kaldırma Teçhizatlı) -İnşaat
7215.07,Sapancı (Petrol Kuyusu Sondajı)
7215.08,Sapancı (Tomrukçuluk)
7215.09,Uçak Kablo Donanım İşçisi
7215.1,Armadör İşçisi
7215.11,İşaretçi/Sapancı
7215.12,Otomatik Cephe Platformcusu
7221.01,Nalbant
7221.02,"Demirciler, Şahmerdancılar Ve Pres Operatörleri"
7221.03,Metal Şekillendirme Ustası
7221.04,Metal Şekillendirici (Elle)
7221.05,Sıcak Metal Şekillendirme Ustası
7221.06,Soğuk Demirci
7221.07,Şişirme Pres Tezgahı İşçisi
7221.08,Tel Çekme İşçisi (Elle)
7221.09,Yatay-Dikey Pres Tezgahı Operatörü
7221.1,Demirci (Sanat Ve Stüdyo)
7221.11,Sıcak Metal Şekillendirme İşçisi
7221.12,Tohum-Gübre Serpme Makinesi İmal Ustası
7221.13,Mibzer İmal Ustası
7221.14,Tırmık İmal Ustası
7221.15,Pulluk İmal Usta
7221.16,Römork İmal Ustası
7221.17,Patoz Makinesi Montaj İşçisi
7221.18,Metal Hadde Çekicisi (Sıcak Hadde)
7221.19,Diğer Metal Çekiciler Ve Şekillendiriciler
7221.2,Demir Dövme Presi Operatörü
7221.21,Şahmerdan Operatörü
7221.22,Hadde İşçisi
7221.23,Hadde Ustası
7221.24,Temel Metal Şekillendirme Elemanı
7221.25,Curufcu
7221.26,Curuf Sıyırıcı
7222.01,Bağlantı Parçası Ve Mastar Yapıcı
7222.02,Anahtarcı (Çilingir)
7222.03,"Diğer Alet Yapıcıları, Metal Modelciler Ve Metal Markacıları"
7222.04,Döküm Modelcisi
7222.05,Hacim Kalıpçısı
7222.06,Kalıp ve Takım-Aparat İşçisi
7222.07,Metal Markacı
7222.08,Oto Kilidi İmal İşçisi
7222.09,Tüfekçi-İmal Ve Tamir Eden
7222.1,Endüstriyel Kalıpçı/Kalıp Tasarımcısı ve İmalatçısı
7222.11,Kalıpçı-Pres
7222.12,Takım-Avadanlık Bakım Onarımcısı (Tersane)
7222.13,Av Tüfeği İmal İşçisi
7222.14,Av Tüfeği Montaj İşçisi
7222.15,Namlucu (Av Tüfeği)
7222.16,Ayarcı (Av Tüfeği)
7222.17,Kundakçı (Av Tüfeği)
7222.18,Markacı
7222.19,Tabanca Montaj İşçisi
7222.2,Silah Süsleme İşçisi
7222.21,Bıçak İmal İşçisi
7222.22,Mutfak Eşyaları Tamircisi
7222.23,Prototip İşçisi
7222.24,Modelci (Ağaç-Plastik-Metal)
7222.25,Sac Metal Kalıpçısı
7222.26,Otomotiv Prototipçisi
7222.27,Otomotiv Prototip İşçisi
7222.28,Çelik Zincir İmal İşçisi
7222.29,Çelik Hasır İmal İşçisi
7222.3,Musluk Batarya İmalat ve Montajcısı
7223.01,Açkı Ve Polisaj Tezgahı Operatörü-Metal İşçiliği
7223.02,CNC Apkant Pres Tezgahı Operatörü
7223.03,Bombe Pres Tezgahı Operatörü
7223.04,Boring Matkap Tezgâhı Ayarcı-Operatörü (Metal İşçiliği)
7223.05,Boring Matkap Tezgahı Operatörü-Metal İşçiliği
7223.06,Boru Kesme Makinesi İşçisi
7223.07,Boru Kıvırma Makinesi İşçisi
7223.08,Boru Konikleştirme Makinesi İşçisi
7223.09,Borverk (Bohrwerk) Operatörü
7223.1,Caka Saç Kıvırma Tezgahı İşçisi
7223.11,Cıvata İmal İşçisi
7223.12,CNC Freze Tezgahı Operatörü
7223.13,CNC Lazerle Kesme Operatörü
7223.14,NC/CNC Tezgah Operatörü
7223.15,CNC Torna Tezgahı Operatörü
7223.16,Çapakçı
7223.17,Çivi İmal Makinesi Operatörü
7223.18,Çok Milli Özel Torna Tezgâhı Ayarcı-Operatörü (Metal İşçiliği)
7223.19,Daire Makas Tezgahı Operatörü (Metal Levha)
7223.2,Demir Doğramacı
7223.21,Sıcak Demirci
7223.22,CNC Dalma Erozyon Tezgah Operatörü
7223.23,CNC Plazma Kesim Operatörü
7223.24,Metal Levha İşleme Tezgah Operatörü
7223.25,Metal Levha İşleme Tezgah İşçisi
7223.26,Dual Testere Tezgahı Operatörü
7223.27,Eksantrik Pres Tezgahı Operatörü
7223.28,Endüstriyel Mutfak Ürünleri İmal İşçisi
7223.29,Flanj Açma Makinesi Operatörü (Metal Levha)
7223.3,Freze Tezgahı Ayarcı-Operatörü (Metal İşçiliği)
7223.31,Frezeci (Freze Tezgahı Operatörü)
7223.32,Frp (Ctp) Kalıpçısı
7223.33,Gijon İmal İşçisi
7223.34,Hadde Muylu Freze Tezgâhı Ayarcı-Operatörü (Metal İşçiliği)
7223.35,Hadde Torna Tezgâhı Ayarcı-Operatörü (Metal İşçiliği)
7223.36,Hidrolik Makas Tezgahı Operatörü (Metal Levha)
7223.37,Hidrolik Apkant Pres Operatörü
7223.38,Honlama Tezgahı Ayarcı-Operatörü (Metal İşçiliği)
7223.39,Honlama Tezgahı Operatörü (Metal İşçiliği)
7223.4,Kalıp Bağlama Ve Ayar İşçisi
7223.41,Kenar Yazma Makinesi İşçisi
7223.42,Kesme Sıvısı Operatörü
7223.43,Maden Makineleri Bakım Ve Onarımcısı
7223.44,Makine Perçincisi (Metal İnşaat)
7223.45,Matkap Tezgahı Ayarcı-Operatörü (Metal İşçiliği)
7223.46,Matkap Tezgahı Operatörü-Metal İşçiliği
7223.47,Silindir Makinesi Metal Eğme Bükme Tezgahı Operatörü
7223.48,Metal Bükücü (Tornada)
7223.49,Metal İşleme Tezgahı Ayarcısı
7223.5,Metal İşleri Seri Üretim Tezgâh İşçisi
7223.51,Metal İşleme Tezgâhları Ayarcı-Operatörleri
7223.52,Metal Şerit Testere Tezgahı Operatörü
7223.53,Metal Testere Tezgahı Operatörü
7223.54,Mıknatıs Tablalı Rektifiye Tezgahı Ayarcı-Operatörü (Metal İşçiliği)
7223.55,Mil Menteşe İmal İşçisi
7223.56,Motorlu Metal Kesme Makası Operatörü
7223.57,Otomatik Metal İşleme Transfer Tezgahı Ayarcı-Operatörü
7223.58,CNC Punch Makinesi Operatörü
7223.59,Pantograf Tezgahı Ayarcı-Operatörü (Metal İşçiliği)
7223.6,Plânya Tezgâhı Ayarcı-Operatörü (Metal İşçiliği)
7223.61,Planya Tezgahı Operatörü (Metal İşçiliği)
7223.62,Pnömatik Çift Taraflı Kesme Tezgahı Operatörü
7223.63,Pres Tezgahı Operatörü (Kesim)
7223.64,Programlı Metal İşleme Tezgahı Ayarcı-Operatörü
7223.65,Pürmüzcü-Makine İle
7223.66,Radial Matkap Tezgahı Ayarcı-Operatörü (Metal İşçiliği)
7223.67,Rektifiye Tezgahı Ayarcı-Operatörü (Metal İşçiliği)
7223.68,Rektifiye Tezgahı Operatörü-Metal İşçiliği
7223.69,Revolver Torna Tezgâhı Ayarcı Operatörü (Metal İşçiliği)
7223.7,Römork Hidroliği Bağlantı Elemanları İmal İşçisi
7223.71,Saç Röle Makinesi İşçisi
7223.72,Seri Üretimtezgah Operatörü
7223.73,Silindir Kapağı Taşlama İşçisi
7223.74,Somun İmal İşçisi
7223.75,Şablon Presçi (Metal)
7223.76,Takım Bileyicisi-Metal İşleme Tezgahları
7223.77,Tel Halat İmal İşçisi
7223.78,Tel Örgü (Çit) İmal İşçisi
7223.79,Tesviyeci
7223.8,Tezgah Ayar İşçisi
7223.81,Titreşimli Sac Kesme Makası Operatörü
7223.82,Torna Tezgahı Ayarcı-Operatörü (Metal İşçiliği)
7223.83,Tornacı (Torna Tezgahı Operatörü)
7223.84,Üniversal Freze Tezgâhı Ayarcı-Operatörü (Metal İşçiliği)
7223.85,Val Torna Tezgahı Ayarcı-Operatörü (Metal İşçiliği)
7223.86,Vals Taşlama Tezgahı Ayarcı-Operatörü (Metal İşçiliği)
7223.87,Vargel Tezgâhı Ayarcı-Operatörü (Metal İşçiliği)
7223.88,Vargel Tezgahı Operatörü-Metal İşçiliği
7223.89,Vargel Ve Planyacı-Metal İşleri
7223.9,Yatak Torna Tezgâhı Ayarcı-Operatörü (Metal İşçiliği)
7223.91,Zımba Tezgahı Operatörü (Metal İşçiliği)
7223.92,CNC Tel Erezyon Tezgah Operatörü
7223.93,CNC Router Operatörü
7223.94,Matkap Tezgah İşçisi
7223.95,NC/CNC Tezgah İşçisi
7223.96,Tornacı (Torna Tezgahı İşçisi)
7223.97,Frezeci (Freze Tezgah İşçisi)
7223.98,Metal Kesme Operatörü
7223.99,Metal Kesim İşçisi
7224.01,Kalaycı
7224.02,Diğer Polisajcılar Ve Alet Bileyicileri (Elle)
7224.03,Döküm Temizleyici
7224.04,Taşlama ve Alet Bilemecisi
7224.05,Menevişçi
7224.06,Rakle Bileyicisi-Tekstil
7224.07,Tekstil Tarağı Bileyicisi
7224.08,Testere Tamircisi Ve Bileyicisi
7224.09,Val Bileyicisi-Tekstil
7224.1,Boru Taşlama Tezgahı İşçisi
7224.11,Metal Yüzey Temizleyici
7224.12,Parlatma Tanburu İşçisi
7224.13,Zımpara Taşı Tezgahı İşçisi
7224.14,Raspacı (Gemi)
7224.15,Taşlama Tezgâh Ustası
7224.16,Taşlama Tezgâh İşçisi
7225.01,Metal Kesimci (Şaloma)
7225.02,CNC Taşlama Operatörü
7225.03,Temel İmalat (Talaşlı) ve Montaj Eleman
7225.04,Üniversal Torna Tezgahı Operatörü
7225.05,Ultrasonik Kesme Makinesi Operatörü
7231.01,Diğer Motorlu Araç Tamirci Makinistleri
7231.02,Oto Bakım Onarımcısı (Oto Mekanikeri)
7231.03,Oto Fren Bakım-Onarımcısı
7231.04,Otomotiv Ön Düzen Ve Balans Ayarcısı
7231.05,Motosiklet Bakım Onarımcısı
7231.06,Dizel Motorları Yakıt Pompası Ve Enjektör Ayarcısı
7231.07,Otomotiv Elektromekanikeri/Otomotiv Diagnostik (Arıza Tespit Ve Giderme)
7231.08,İskelet Doğrultma İşçisi (Otomotiv)
7231.09,Oto Kilit Bakım Onarımcısı
7231.1,Oto Trimci
7231.11,Otobüs/Kamyon Bakım Onarımcısı
7231.12,Oto LPG Bakım ve Onarımcısı
7231.13,Egzoz Tamircisi
7231.14,Havalı Korna İmal İşçisi
7231.15,Kilometre Sayaç Tamircisi (motorlu Taşıt)
7231.16,Marş Ve Devir Daim Dişli Tamircisi (Motorlu Taşıt)
7231.17,Şaft Tamircisi (Motorlu Taşıt)
7231.18,Radyatör Tamircisi (Motorlu Taşıt)
7231.19,Şanzıman Tamircisi (Motorlu Taşıt)
7231.2,Takograf Tamircisi (Motorlu Taşıt)
7231.21,Makas Tamircisi (Motorlu Taşıt)
7231.22,Dingil Tamircisi (Motorlu Taşıt)
7231.23,Motor Yenileştirmeci
7231.24,İç Lastik Tamircisi-Motorlu Taşıtlar
7231.25,Şamandıra Montajcısı (Oto Gaz Sistemleri)
7231.26,Oto Klima Bakım Onarımcısı
7231.27,Motor Test Operatörü
7231.28,Otomotiv Boya Onarımcısı
7231.29,Otomotiv Gövde Onarımcısı
7231.3,Otomotiv Gövde Onarım İşçisi
7231.31,Otomotiv Gövde ve Boya Onarımcısı
7231.32,Otomotiv Mekanikçisi
7231.33,Traktör Bakım Onarımcısı
7231.34,Dış Lastik Tamircisi
7231.35,Benzinli Otomotiv Mekanikeri
7231.36,Dizel Otomotiv Mekanikeri
7231.37,Otomotiv Lastik Satış Servis ve Onarımcısı
7231.38,Gemi Makine Bakımcısı
7232.01,Alıştırıcı-Montör (Uçak Gövdesi)
7232.02,Diğer Uçak Motorları Tamirci Makinistleri
7232.03,Uçak Motorları Mekanikeri
7232.04,Helikopter Makinisti
7233.01,Makine Bakım Ustası
7233.02,Alıştırıcı-Montör (Pedallı Araçlar)
7233.03,Alıştırıcı-Montör (Dikiş Makineleri)
7233.04,Alıştırıcı-Montör (Maden Ocakları Basınçlı Hava Makineleri)
7233.05,Diğer Makine Alıştırıcı-Montörleri (Elektrikli Aletler Hariç)
7233.06,Diğer Yağlayıcılar
7233.07,Dokuma Makineleri Bakım-Onarımcısı
7233.08,Motor İmalat Bakım ve Onarım İşçisi
7233.09,Makine Kurma Ve Tesisat İşçisi
7233.1,Makine Montaj ve Bakım Onarımcısı
7233.11,Mekanik Bakım Ve Onarımcısı (Motorlu Taşıtlar Hariç)
7233.12,Petrol Sondaj Makinesi Bakım-Onarımcısı
